지역ID,교육청,구군,학교수_합계,학생수_합계_계,학생수_합계_여자,학급수_합계_계,교원수_합계_계,교실수_계,일반교실수,교과교실수,특별교실수,학교용지_합계,교지면적_계,체육장,교사면적_총계,교수학습공간,지원공간,관리행정공간,보건위생공간,공유면적,냉난방면적_총계,난방_계,냉방,비난방,일반전기_kWh,심야전기_kWh,전기_총사용량_kWh,상수도_톤,가스_m3,유류_L,탄류_kg,신재생에너지_kWh,학생1인당_전기사용량,학생1인당_수도사용량,학생1인당_가스사용량,학급당학생수,교원1인당학생수,학생1인당_교원수,학생1인당_학교용지,학생1인당_교지면적,학생1인당_교사면적,학생1인당_냉난방면적,면적당_전기사용량,냉난방면적당_전기사용량,교수학습공간비율,관리행정공간비율,공유면적비율,냉방면적비율,비난방면적비율,학생1인당_전기사용량_점수,면적당_전기사용량_점수,냉난방면적당_전기사용량_점수,학생1인당_교사면적_점수,학생1인당_학교용지_점수,학생1인당_냉난방면적_점수,교원1인당학생수_점수,학급당학생수_점수,에너지_비효율점수,공간_과잉점수,운영_구조점수,종합_비효율점수,교육자원_효율점수,비효율_위험등급,주요_비효율유형,AI_추천개선방향
경기도교육청_안성시,경기도교육청,안성시,9,4912,2388,181,429,343,163,55,106,271832,205394,57018,115035,27313,31819,7592,5275,29903,115035,89856,79114,25179,6189928,178466,6368394,79489,241841,415,,44677,1296.49715,16.18261401,49.23473127,27.13812155,11.44988345,0.08733713355,55.34039088,41.81473941,23.41917752,23.41917752,55.36049029,55.36049029,0.2374320859,0.06599730517,0.2599469727,0.6877385144,0.2188812101,15.00043146,53.63522389,53.63522389,9.219013922,2.91095414,9.219013922,38.40823372,60.0679433,40.75695974,7.116327328,49.23808851,28.57287609,71.42712391,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_안양시,경기도교육청,안양시,21,15321,7500,659,1512,1263,702,48,426,452513,423839,172149,295106,96588,76205,22853,15019,72025,295106,160332,210954,85104,16291476,5175,16296651,200504,505348,,,152578,1063.680634,13.08687422,32.98400888,23.24886191,10.13293651,0.09868807519,29.53547419,27.66392533,19.26153645,19.26153645,55.22304189,55.22304189,0.3272993433,0.07743997072,0.2440648445,0.7148414468,0.2883845127,9.730591138,53.25925063,53.25925063,4.867999742,0.8345363841,4.867999742,14.57198297,18.32017927,38.74969746,3.523511956,16.44608112,21.31368081,78.68631919,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_양주시,경기도교육청,양주시,8,6422,3246,226,519,315,226,13,68,126592,112361,31728,97751,23745,25821,8145,6168,28543,97751,68156,65036,29310,4105259,3159,4108418,86014,217191,,,160177,639.7412021,13.39364684,33.81983806,28.4159292,12.37379576,0.08081594519,19.71223918,17.49626285,15.22127063,15.22127063,42.02942169,42.02942169,0.242913116,0.08332395577,0.2919970128,0.6653231169,0.2998434799,0.1346519882,17.16971798,17.16971798,0.63981997,0.0441002114,0.63981997,55.13070357,73.7840789,11.49136265,0.4412467171,64.45739123,15.01622056,84.98377944,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_양평군,경기도교육청,양평군,8,2879,1464,124,297,221,128,13,66,316967,208155,77138,77453,17574,25786,4750,4299,16507,77453,53300,62488,11489,5400608,580498,5981106,82182,127936,4707,,,2077.494269,28.54532824,44.43765196,23.21774194,9.693602694,0.1031608197,110.096214,72.30114623,26.90274401,26.90274401,77.22239294,77.22239294,0.2268988935,0.06132751475,0.2131227971,0.8067860509,0.1483351194,32.67843039,100,100,12.86460211,7.316934776,12.86460211,6.620204025,17.98613383,77.5594768,11.01537966,12.30316893,41.15339176,58.84660824,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_여주시,경기도교육청,여주시,9,2801,1259,122,333,259,134,37,72,1381258,306460,86697,119530,19466,27704,5601,5689,17187,119530,63205,67988,42594,5911426,,5911426,68967,59323,82157,,,2110.469832,24.62227776,21.17922171,22.95901639,8.411411411,0.1188861121,493.1303106,109.4109247,42.67404498,42.67404498,49.45558437,49.45558437,0.1628545135,0.04685852924,0.1437881703,0.5687944449,0.3563456873,33.42483772,37.48307674,37.48307674,29.36943093,38.13814644,29.36943093,15.50224527,15.20894385,36.1303304,32.2923361,15.35559456,31.4789223,68.5210777,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_연천군,경기도교육청,연천군,2,703,314,40,102,80,45,3,25,98982,79742,29283,27962,7431,6363,1684,1205,4236,27962,10353,22984,5229,1362665,145151,1507816,15770,74459,717,,11000,2144.830725,22.43243243,105.916074,17.575,6.892156863,0.1450924609,140.799431,113.43101,39.77524893,39.77524893,53.92375367,53.92375367,0.2657535226,0.06022459052,0.1514913096,0.8219726772,0.1870037909,34.20260222,49.70520677,49.70520677,26.33581102,9.787499041,26.33581102,43.0001886,40.00808777,44.53767192,20.81970703,41.50413819,34.5954559,65.4045441,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_오산시,경기도교육청,오산시,8,7237,3616,239,540,333,244,14,62,175902,175902,58440,98625,26285,24871,6343,5190,27769,98625,51127,70058,21274,5374878,,5374878,100027,307441,,,76931,742.6942103,13.82161116,42.48182949,30.28033473,13.40185185,0.07461655382,24.30592787,24.30592787,13.62788448,13.62788448,54.49812928,54.49812928,0.2665145754,0.06431432193,0.2815614702,0.710347275,0.2157059569,2.465010352,51.27634093,51.27634093,0,0.4137358463,0,73.73813716,93.79682404,35.00589741,0.1379119488,83.7674806,28.3729407,71.6270593,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_용인시,경기도교육청,용인시,32,29834,14383,1019,2319,1365,993,97,240,660723,577712,157728,428778,104557,111295,29878,27179,133871,428778,190027,308897,93801,19918891,24399,19943290,339757,1235352,,,647229,668.4752296,11.38824831,41.40752162,29.27772326,12.86502803,0.07773010659,22.14664477,19.36421532,14.37212576,14.37212576,46.51192459,46.51192459,0.2438487982,0.06968174673,0.312215179,0.7204124279,0.218763556,0.7850514515,29.43105581,29.43105581,0,0.2399870283,0,64.02182526,83.03467623,19.88238769,0.0799956761,73.52825075,20.00831034,79.99168966,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_의왕시,경기도교육청,의왕시,6,3383,1747,144,320,275,153,44,56,133802,133548,49887,98243,20774,27563,5737,7927,23323,98243,42088,59964,24048,4386711,,4386711,64106,239768,,,34510,1296.692581,18.94945315,70.87437186,23.49305556,10.571875,0.09459060006,39.55128584,39.47620455,29.04020101,29.04020101,44.6516393,44.6516393,0.2114552691,0.05839601804,0.237401138,0.6103640972,0.2447807986,15.00485507,24.34247319,24.34247319,15.10147286,1.640468424,15.10147286,22.51660673,20.94138216,21.22993381,10.61447138,21.72899444,17.05860793,82.94139207,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_의정부시,경기도교육청,의정부시,16,11186,5140,481,1111,815,507,82,179,329299,317954,101857,219759,62943,56492,15699,13296,62457,219759,153316,166542,45876,10419501,,10419501,141256,331800,600,,,931.4769355,12.62792777,29.6620776,23.25571726,10.06840684,0.0993205793,29.43849455,28.42428035,19.64589666,19.64589666,47.4133073,47.4133073,0.2864183037,0.07143734728,0.2842067902,0.7578392694,0.2087559554,6.738138551,31.89667788,31.89667788,5.270236652,0.826732823,5.270236652,13.40401995,18.39376532,23.5104981,3.789068709,15.89889263,14.48018552,85.51981448,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_이천시,경기도교육청,이천시,12,6018,2988,259,626,507,265,89,111,493510,432230,82929,164362,42070,45829,12106,8549,40071,164362,107495,107797,46694,7950050,13342,7963392,105773,185223,350,,111238,1323.262213,17.57610502,30.7781655,23.23552124,9.61341853,0.1040212695,82.00564972,71.82286474,27.31173147,27.31173147,48.45032307,48.45032307,0.2559594067,0.07365449435,0.2437972281,0.6558511091,0.2840924301,15.6062631,34.73330752,34.73330752,13.2926117,5.056600164,13.2926117,5.168900437,18.1769789,28.35762605,10.54727452,11.67293967,18.73078248,81.26921752,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_파주시,경기도교육청,파주시,19,13958,7081,522,1191,844,534,44,194,539324,405471,152118,251436,65650,59557,17384,12561,60936,251436,136462,186621,57099,11999851,60408,12060259,170111,469956,240,,506681,864.039189,12.18734776,33.6692936,26.7394636,11.71956339,0.0853274108,38.63906004,29.04936237,18.01375555,18.01375555,47.96552204,47.96552204,0.2611002402,0.06913886635,0.2423519305,0.7422206844,0.2270915859,5.211674009,33.40719368,33.40719368,3.562184185,1.567065287,3.562184185,43.28934056,55.78870267,24.00868712,2.897144552,49.53902162,19.39362027,80.60637973,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_평택시,경기도교육청,평택시,21,16460,7782,590,1351,1009,630,30,288,687918,539256,206145,296761,81445,84936,18505,15482,70676,296761,211044,217853,73565,14418170,142089,14560259,217071,405444,25066,,230305,884.5843864,13.18778858,24.63207776,27.89830508,12.18356773,0.08207776428,41.79331713,32.76160389,18.02922236,18.02922236,49.06392349,49.06392349,0.2744464401,0.0623565765,0.238157979,0.7341025269,0.2478930857,5.676717949,36.41173636,36.41173636,3.578370355,1.820875656,3.578370355,51.68764678,68.22784157,26.16673023,2.992538789,59.95774417,21.96570574,78.03429426,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_포천시,경기도교육청,포천시,7,3051,1373,161,368,272,158,21,64,244731,205101,79624,82767,22092,24925,5902,4659,19557,82767,49171,63108,20374,4541833,11314,4553147,60281,64804,120,,410,1492.345788,19.75778433,21.2402491,18.95031056,8.29076087,0.1206161914,80.21337266,67.22418879,27.12782694,27.12782694,55.01162299,55.01162299,0.2669179746,0.07130861334,0.2362898257,0.7624777991,0.2461609095,19.43349778,52.68094011,52.68094011,13.10015371,4.912382845,13.10015371,17.68597529,25.24534471,41.59845933,10.37089676,21.46566,26.0875144,73.9124856,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경기도교육청_하남시,경기도교육청,하남시,10,7627,3868,279,672,388,285,14,86,142407,134569,50480,127894,27756,37971,11537,7977,36881,127894,89983,83768,27056,4663182,,4663182,83496,426439,,,741753,611.4044841,10.94742363,55.91176085,27.33691756,11.34970238,0.08810803724,18.67143044,17.64376557,16.76858529,16.76858529,36.46130389,36.46130389,0.2170234726,0.0902075156,0.2883716202,0.6549799052,0.21155019,0,1.938813477,1.938813477,2.259100687,0,2.259100687,36.59499356,62.20184279,1.292542318,1.506067124,49.39841818,8.59383362,91.40616638,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경기도교육청_화성시,경기도교육청,화성시,33,28099,14213,904,2103,1359,959,68,271,727731,627992,183813,428969,98281,115035,28061,34191,114471,428969,228946,278394,118211,17520746,223182,17743928,344749,914864,47770,,2260850,631.478985,12.26908431,32.55859639,31.0829646,13.36138849,0.07484252109,25.89882202,22.3492651,15.266344,15.266344,41.36412655,41.36412655,0.2291097958,0.06541498337,0.2668514508,0.6489839592,0.2755700295,0,15.34988455,15.34988455,0.6869897113,0.5419096257,0.6869897113,73.00576538,100,10.23325637,0.6386296828,86.50288269,17.83584964,82.16415036,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_거제시,경상남도교육청,거제시,10,7679,3658,306,654,481,310,14,134,314714,303833,82830,138448,36694,31683,9068,7603,39663,138448,46739,93404,44527,6140590,1208,6141798,87816,128497,8646,,213975,799.8174241,11.43586404,16.73355906,25.09477124,11.74159021,0.0851673395,40.98372184,39.56674046,18.02943092,18.02943092,44.3617676,44.3617676,0.2650381371,0.06549751531,0.2864830117,0.6746504103,0.3216153357,3.758003743,23.54956462,23.54956462,3.578588614,1.755730782,3.578588614,43.68801786,38.13438412,16.95237766,2.970969336,40.91120099,14.95363783,85.04636217,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_거창군,경상남도교육청,거창군,7,2148,887,105,239,168,107,16,39,158111,152379,59123,64537,12579,20683,3603,3228,13009,64537,29832,44414,19870,3354713,,3354713,83240,112914,260,,364407,1561.784451,38.75232775,52.56703911,20.45714286,8.987447699,0.1112662942,73.608473,70.93994413,30.04515829,30.04515829,51.98123557,51.98123557,0.1949114461,0.0558284395,0.2015742907,0.6881943691,0.3078853991,21.00525338,44.39168636,44.39168636,16.153171,4.380913161,16.153171,5.076202315,9.070832047,36.5962087,12.22908505,7.073517181,22.42095551,77.57904449,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_고성군,경상남도교육청,고성군,4,1403,514,74,166,149,79,8,47,179134,135910,38684,50283,13037,11651,2511,2319,9641,50283,30609,34648,16822,2793216,21843,2815059,46011,35211,1125,,,2006.456878,32.79472559,25.09693514,18.95945946,8.451807229,0.1183178902,127.6792587,96.87099073,35.83962937,35.83962937,55.98430881,55.98430881,0.2592725176,0.04993735457,0.1917347811,0.6890599208,0.334546467,31.0704873,55.34160309,55.34160309,22.21714463,8.731771599,22.21714463,14.77109597,25.14713935,47.25123116,17.72202029,19.95911766,31.34572979,68.65427021,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_김해시,경상남도교육청,김해시,23,15591,7876,630,1392,1009,564,151,240,699893,536806,137748,300884,81027,75313,20778,18531,81603,300884,146491,193246,100085,11951340,,11951340,211358,477610,280,,540592,766.553781,13.55641075,30.63369893,24.74761905,11.20043103,0.08928227824,44.89083446,34.43050478,19.29856969,19.29856969,39.72075617,39.72075617,0.2692964731,0.06905651347,0.2712108321,0.6422608048,0.3326364978,3.00507568,10.85464611,10.85464611,4.906755403,2.070120404,4.906755403,33.89323761,34.4080122,8.238122633,3.961210404,34.1506249,10.41423308,89.58576692,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_남해군,경상남도교육청,남해군,6,1227,600,71,162,123,48,33,35,294262,138844,55720,51967,10055,12889,3742,2628,10859,51967,37845,33838,13579,2856008,84707,2940715,60324,15147,18000,,,2396.670742,49.16381418,12.34474328,17.28169014,7.574074074,0.1320293399,239.8223309,113.1572942,42.35289324,42.35289324,56.58812323,56.58812323,0.1934881752,0.07200723536,0.208959532,0.6511439952,0.2613004407,39.90304263,56.9932635,56.9932635,29.03334232,17.75547313,29.03334232,30.65774023,43.15650982,51.29652321,25.27405259,36.90712502,38.72912523,61.27087477,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_밀양시,경상남도교육청,밀양시,8,2510,1173,119,272,218,127,2,56,252938,131836,52870,74941,15472,22197,4463,4495,20672,74941,50900,48009,24041,4351482,1562,4353044,51216,55446,,,304277,1734.280478,20.40478088,22.09003984,21.09243697,9.227941176,0.1083665339,100.7721116,52.52430279,29.85697211,29.85697211,58.08628121,58.08628121,0.2064557452,0.05955351543,0.2758436637,0.6406239575,0.3207990286,24.90972948,61.09129121,61.09129121,15.95623223,6.566661794,15.95623223,0.723359648,2.251511301,49.03077064,12.82637542,1.487435475,27.41751227,72.58248773,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_사천시,경상남도교육청,사천시,9,3019,1467,144,332,304,121,55,87,302656,231800,79930,96136,23761,25940,5832,5243,22032,96136,59614,58857,34404,4873041,,4873041,78903,98809,777,,134445,1614.124213,26.13547532,32.72904935,20.96527778,9.093373494,0.1099701888,100.250414,76.78039086,31.84365684,31.84365684,50.68903428,50.68903428,0.2471602729,0.06066405925,0.2291753349,0.6122264292,0.3578680203,22.18997256,40.85702796,40.85702796,18.03531825,6.524682896,18.03531825,3.158984745,3.616452871,34.63467616,14.1984398,3.387718808,21.77313801,78.22686199,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_산청군,경상남도교육청,산청군,7,738,392,47,135,100,47,12,35,137511,119016,41166,35817,6965,9200,3464,2501,8133,35817,25471,29694,10346,1972151,3686,1975837,35792,30505,36105,,257279,2677.285908,48.49864499,41.33468835,15.70212766,5.466666667,0.1829268293,186.3292683,161.2682927,48.53252033,48.53252033,55.16478209,55.16478209,0.1944607309,0.09671385096,0.227070944,0.8290476589,0.2888572466,46.25481331,53.09988807,53.09988807,35.50038568,13.45110174,35.50038568,68.80103196,60.1117167,50.81819648,28.15062437,64.45637433,43.79689432,56.20310568,보통,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_양산시,경상남도교육청,양산시,13,10291,5182,356,775,598,376,54,142,305426,243649,74269,157960,44205,41977,9202,9713,40637,157960,86605,100928,49806,6915107,4347,6919454,159495,251846,,,554480,672.3791663,15.49849383,24.47245166,28.90730337,13.27870968,0.07530852201,29.67894277,23.67593042,15.34933437,15.34933437,43.80510256,43.80510256,0.2798493289,0.05825525449,0.257261332,0.6389465688,0.3153076728,0.8734177033,22.02687557,22.02687557,0.7738399897,0.8460807231,0.7738399897,71.50930952,79.0585462,14.97572295,0.7979202342,75.28392786,18.3508326,81.6491674,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_의령군,경상남도교육청,의령군,3,393,209,23,65,36,17,9,6,58022,49691,19590,19543,2429,6881,1126,783,4121,19543,8566,14538,4494,794812,,794812,10114,19535,884,,,2022.422392,25.73536896,49.70737913,17.08695652,6.046153846,0.165394402,147.6386768,126.4402036,49.72773537,49.72773537,40.66990738,40.66990738,0.1242900271,0.05761653789,0.2108683416,0.7438980709,0.2299544594,31.43186935,13.45093304,13.45093304,36.75119053,10.33782562,36.75119053,58.31252914,45.24680307,19.44457847,27.94673556,51.77966611,27.69570445,72.30429555,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_진주시,경상남도교육청,진주시,22,9868,4660,457,1023,849,470,88,198,596769,538621,188082,260307,69838,74313,17407,16836,61095,260307,166653,173460,87251,12145591,77588,12223179,189576,246185,47451,,583033,1238.668322,19.21118768,24.94781111,21.59299781,9.646138807,0.1036684232,60.47517227,54.58259019,26.3789015,26.3789015,46.9567818,46.9567818,0.2682909027,0.06687104073,0.2347036384,0.6663670205,0.3351849931,13.69146638,30.64790825,30.64790825,12.31639553,3.324129326,12.31639553,5.761125306,0.5459419554,24.99576096,9.318973462,3.15353363,15.44871186,84.55128814,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_창녕군,경상남도교육청,창녕군,8,1715,770,90,213,188,88,25,44,388218,269909,104838,73440,16320,19924,5234,3942,9773,73440,38703,39852,21479,4064955,,4064955,77319,32039,15137,,26813,2370.236152,45.08396501,18.68163265,19.05555556,8.051643192,0.1241982507,226.3661808,157.3813411,42.82215743,42.82215743,55.35069444,55.35069444,0.2222222222,0.07126906318,0.1330746187,0.5426470588,0.2924700436,39.30469131,53.60842856,53.60842856,29.52443213,16.6727109,29.52443213,22.01391648,24.11563271,48.84051614,25.24052506,23.06477459,35.53415848,64.46584152,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_창원시,경상남도교육청,창원시,48,26385,12524,1151,2499,1964,1167,248,442,1307286,1060941,326242,587619,154140,171613,41530,32842,149600,587619,370572,384149,198243,26397558,216831,26614389,483044,713098,13323,,397020,1008.693917,18.30752321,27.02664393,22.92354474,10.55822329,0.09471290506,49.54656055,40.21000569,22.2709494,22.2709494,45.29191364,45.29191364,0.2623128251,0.07067504625,0.2545867305,0.6537382215,0.3373665589,8.485957696,26.09386524,26.09386524,8.017381373,2.444747939,8.017381373,22.26951583,14.82818705,20.22456272,6.159836895,18.54885144,14.3473157,85.6526843,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_통영시,경상남도교육청,통영시,5,3538,1759,140,296,185,131,18,35,254695,237396,37328,57941,13426,18972,3950,3078,13237,57941,29666,48727,12135,3088997,77807,3166804,51919,52930,250,,,895.0830978,14.67467496,14.96042962,25.27142857,11.9527027,0.08366308649,71.98841153,67.09892595,16.37676653,16.37676653,54.65566697,54.65566697,0.2317184722,0.06817279647,0.2284565334,0.8409761654,0.2094371861,5.914358018,51.70726601,51.70726601,1.849058327,4.250553337,1.849058327,47.50907553,40.03064438,36.44296334,2.649556663,43.76985996,24.02463516,75.97536484,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_하동군,경상남도교육청,하동군,5,564,251,38,101,81,37,13,21,297511,98521,57964,29026,6310,9118,2133,1760,5051,29026,18720,19816,9254,1290336,,1290336,20293,14629,2563,,34800,2287.829787,35.98049645,25.93794326,14.84210526,5.584158416,0.1790780142,527.501773,174.6826241,51.46453901,51.46453901,44.45448908,44.45448908,0.2173913043,0.07348584028,0.1740163991,0.6826982705,0.3188176118,37.43940963,23.80319289,23.80319289,38.56877341,40.90387964,38.56877341,66.67447492,69.34329686,28.34859847,39.34714216,68.00888589,38.69705906,61.30294094,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_함안군,경상남도교육청,함안군,5,1428,725,65,152,118,59,24,29,200343,116376,41209,37710,9008,10767,2604,2146,8440,37710,23634,27196,9483,2258564,95784,2354348,41479,38986,,,,1648.703081,29.04691877,27.30112045,21.96923077,9.394736842,0.106442577,140.2962185,81.49579832,26.40756303,26.40756303,62.4329886,62.4329886,0.2388756298,0.06905330151,0.2238133121,0.7211880138,0.2514717582,22.97267096,72.98117708,72.98117708,12.34639011,9.747007555,12.34639011,1.210843062,4.584470159,56.31167504,11.47992926,2.897656611,30.36687396,69.63312604,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상남도교육청_함양군,경상남도교육청,함양군,4,740,351,45,105,100,53,12,29,119556,108580,23466,30733,8900,7287,1861,1593,5361,30733,14486,23083,7700,1650931,,1650931,24952,38209,1493,,,2230.987838,33.71891892,51.63378378,16.44444444,7.047619048,0.1418918919,161.5621622,146.7297297,41.53108108,41.53108108,53.71851105,53.71851105,0.2895909934,0.0605538021,0.1744379006,0.7510818989,0.2505450168,36.1527827,49.14379072,49.14379072,28.17330744,11.45819243,28.17330744,40.18638077,52.14360224,44.81345471,22.60160243,46.1649915,36.13144432,63.86855568,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상남도교육청_합천군,경상남도교육청,합천군,6,696,302,44,123,103,47,18,32,160799,121871,54422,35578,8000,11304,2374,2365,5450,35578,22350,25664,10108,1659867,100290,1760157,24149,18200,9207,,,2528.961207,34.69683908,26.14942529,15.81818182,5.658536585,0.1767241379,231.033046,175.1020115,51.11781609,51.11781609,49.47318568,49.47318568,0.2248580584,0.06672662882,0.1531845523,0.7213446512,0.2841081567,42.89745918,37.53122295,37.53122295,38.20592431,17.04823476,38.20592431,65.32825766,58.8659779,39.31996836,31.15336113,62.09711778,39.46989788,60.53010212,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상북도교육청_경산시,경상북도교육청,경산시,12,5803,2803,245,553,490,270,52,116,469119,434341,220746,198733,41920,55936,12224,10108,52425,198733,136298,122827,56939,11459751,118201,11577952,212666,427788,10858,,59936,1995.166638,36.64759607,73.71842151,23.68571429,10.49367089,0.09529553679,80.84077201,74.847665,34.24659659,34.24659659,58.25882969,58.25882969,0.2109362813,0.06150966372,0.2637961486,0.618050349,0.2865100411,30.81493085,61.56327645,61.56327645,20.55001943,4.962867145,20.55001943,21.1011413,23.00940332,51.31382792,15.354302,22.05527231,32.54123421,67.45876579,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_경주시,경상북도교육청,경주시,19,6691,2959,341,763,683,310,84,223,569918,553383,219870,234245,62514,68186,12940,10697,51465,234245,142127,171658,49589,14095563,364135,14459698,212709,181996,12761,,105730,2161.066806,31.79031535,27.20011956,19.62170088,8.769331586,0.1140337767,85.17680466,82.70557465,35.00896727,35.00896727,61.72895046,61.72895046,0.2668744263,0.05524130718,0.2197058635,0.7328139341,0.2116971547,34.57010859,71.05536695,71.05536695,21.3478482,5.311770236,21.3478482,9.024022987,18.03856313,58.89361416,16.00248888,13.53129306,34.93281588,65.06718412,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
