지역ID,교육청,구군,학교수_합계,학생수_합계_계,학생수_합계_여자,학급수_합계_계,교원수_합계_계,교실수_계,일반교실수,교과교실수,특별교실수,학교용지_합계,교지면적_계,체육장,교사면적_총계,교수학습공간,지원공간,관리행정공간,보건위생공간,공유면적,냉난방면적_총계,난방_계,냉방,비난방,일반전기_kWh,심야전기_kWh,전기_총사용량_kWh,상수도_톤,가스_m3,유류_L,탄류_kg,신재생에너지_kWh,학생1인당_전기사용량,학생1인당_수도사용량,학생1인당_가스사용량,학급당학생수,교원1인당학생수,학생1인당_교원수,학생1인당_학교용지,학생1인당_교지면적,학생1인당_교사면적,학생1인당_냉난방면적,면적당_전기사용량,냉난방면적당_전기사용량,교수학습공간비율,관리행정공간비율,공유면적비율,냉방면적비율,비난방면적비율,학생1인당_전기사용량_점수,면적당_전기사용량_점수,냉난방면적당_전기사용량_점수,학생1인당_교사면적_점수,학생1인당_학교용지_점수,학생1인당_냉난방면적_점수,교원1인당학생수_점수,학급당학생수_점수,에너지_비효율점수,공간_과잉점수,운영_구조점수,종합_비효율점수,교육자원_효율점수,비효율_위험등급,주요_비효율유형,AI_추천개선방향
경상북도교육청_고령군,경상북도교육청,고령군,2,404,169,22,50,48,24,2,19,119817,84954,63797,18307,4179,5293,1197,1402,4414,18307,11919,10394,6388,951084,,951084,17162,14512,114,,,2354.168317,42.48019802,35.92079208,18.36363636,8.08,0.1237623762,296.5767327,210.2821782,45.31435644,45.31435644,51.95193096,51.95193096,0.2282733381,0.06538482548,0.2411099579,0.5677609658,0.3489375649,38.94099321,44.31152717,44.31152717,32.13254404,22.32227135,32.13254404,21.50066879,31.54277357,42.52134919,28.86245314,26.52172118,34.65784657,65.34215343,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_구미시,경상북도교육청,구미시,21,12290,6042,554,1299,1059,540,119,348,1250329,818558,223955,345992,85124,83493,19303,21352,91874,345992,176099,228295,101299,17293646,555219,17848865,322861,697301,7544,,1228265,1452.307974,26.27021969,56.73726607,22.18411552,9.461123941,0.1056956876,101.735476,66.60358015,28.15231896,28.15231896,51.5875078,51.5875078,0.2460288099,0.05579030729,0.2655379315,0.6598273949,0.2927784457,18.52723523,43.31469226,43.31469226,14.17229516,6.644179853,14.17229516,2.412424916,6.891068035,35.05220658,11.66292339,4.651746476,21.13642429,78.86357571,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_김천시,경상북도교육청,김천시,10,3881,1550,185,416,424,155,66,190,1325272,435595,99818,132010,30176,34972,7065,6388,30381,132010,78560,98853,34225,7938497,,7938497,123892,249587,964,,615166,2045.477197,31.92270033,64.30997166,20.97837838,9.329326923,0.1071888688,341.4769389,112.2378253,34.01442927,34.01442927,60.13557306,60.13557306,0.2285887433,0.05351867283,0.2301416559,0.7488296341,0.2592606621,31.95371866,66.69687817,66.69687817,20.30705394,25.93521018,20.30705394,0.02694781022,3.475829505,55.115825,22.18310602,1.751388657,33.93807196,66.06192804,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_문경시,경상북도교육청,문경시,6,1436,622,79,187,150,44,61,23,556470,225598,102702,68359,11648,24448,4019,4316,15807,68359,31109,45096,18826,4088982,3941,4092923,51498,30312,6598,,287134,2850.22493,35.86211699,21.1086351,18.17721519,7.679144385,0.1302228412,387.5139276,157.1016713,47.60376045,47.60376045,59.87394491,59.87394491,0.1703945347,0.05879255109,0.2312350971,0.659693676,0.2753989965,50.16931668,65.98122639,65.98122639,34.52842891,29.63962131,34.52842891,28.75600661,33.54384007,60.71058982,32.89882637,31.14992334,45.15178447,54.84821553,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_봉화군,경상북도교육청,봉화군,3,522,288,25,65,77,19,32,19,66888,58550,24974,28122,5617,5632,1821,1836,7216,28122,17952,18260,9795,1868108,,1868108,37145,21444,12363,,154409,3578.750958,71.15900383,41.08045977,20.88,8.030769231,0.1245210728,128.137931,112.164751,53.87356322,53.87356322,66.42870351,66.42870351,0.1997368608,0.06475357371,0.2565962592,0.6493137046,0.3483038191,66.65962378,83.91096599,83.91096599,41.08984205,8.768679113,41.08984205,22.39172743,4.531834429,78.16051858,30.31612107,13.46178093,49.31794893,50.68205107,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_상주시,경상북도교육청,상주시,10,2665,1163,145,322,374,156,38,151,708503,301737,141319,130821,31064,34794,8582,6473,30586,130821,79824,90086,33634,7869605,193645,8063250,112003,94366,10650,,224212,3025.609756,42.02739212,35.40938086,18.37931034,8.276397516,0.1208255159,265.8547842,113.2221388,49.08855535,49.08855535,61.63574655,61.63574655,0.2374542314,0.06560108851,0.2338003837,0.6886203285,0.2570993954,54.13918122,70.80041908,70.80041908,36.08228205,19.85019984,36.08228205,17.94594667,31.37452724,65.24667313,30.67158798,24.66023695,45.32867364,54.67132636,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_성주군,경상북도교육청,성주군,3,741,400,37,83,85,30,26,19,164520,141972,25068,33423,6844,8819,1793,2017,7390,33423,15859,20538,11721,1851129,1,1851130,31573,24475,1600,,,2498.151147,42.60863698,33.02968961,20.02702703,8.927710843,0.1120107962,222.0242915,191.5951417,45.10526316,45.10526316,55.38491458,55.38491458,0.2047691709,0.05364569309,0.2211052269,0.6144870299,0.3506866529,42.20006838,53.70203355,53.70203355,31.91372577,16.32333655,31.91372577,6.157417221,13.68774526,49.86804516,26.71692937,9.922581238,34.61577926,65.38422074,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_안동시,경상북도교육청,안동시,13,4135,1979,208,458,449,218,68,107,3587294,526991,192180,174027,34832,45682,11659,10809,40280,174027,96047,97273,60718,9041215,276228,9317443,128486,112970,53295,,30,2253.311487,31.07279323,27.32043531,19.87980769,9.028384279,0.1107617896,867.5438936,127.4464329,42.08633615,42.08633615,53.54021502,53.54021502,0.2001528498,0.0669953513,0.2314583369,0.5589534957,0.3488998834,36.6580822,48.65608378,48.65608378,28.75438759,68.26570007,28.75438759,4.335265401,15.26801467,44.65674992,41.92482508,9.801640036,38.3357135,61.6642865,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_영덕군,경상북도교육청,영덕군,4,464,205,30,75,65,33,15,16,355208,122552,75571,29853,4857,10113,1921,1963,6307,29853,15569,20696,8913,1821047,,1821047,31250,15006,4569,,87349,3924.670259,67.34913793,32.34051724,15.46666667,6.186666667,0.161637931,765.5344828,264.1206897,64.33836207,64.33836207,61.00046896,61.00046896,0.1626972164,0.06434864168,0.2112685492,0.6932636586,0.2985629585,74.48956435,69.06269502,69.06269502,52.04136177,60.05741347,52.04136177,55.76929925,62.63918231,70.87165146,54.713379,59.20424078,62.65823088,37.34176912,높음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_영양군,경상북도교육청,영양군,3,259,142,17,48,59,32,6,19,180054,62502,44122,25252,4379,8300,1607,1429,5200,25252,17299,18092,5931,1023924,231527,1255451,31942,2485,25600,,,4847.301158,123.3281853,9.594594595,15.23529412,5.395833333,0.1853281853,695.1891892,241.3204633,97.4980695,97.4980695,49.71689371,49.71689371,0.173412007,0.06363852368,0.2059242832,0.7164581023,0.2348724853,95.37346732,38.19785645,38.19785645,86.74333694,54.39701091,86.74333694,70.083089,65.12276209,57.2563934,75.96122826,67.60292554,66.29030717,33.70969283,높음,공간 과잉형,"학생 수 대비 시설 면적이 큰 편이므로 유휴 공간을 방과후 교실, 지역 학습공간, 공유시설 등으로 전환하는 방안이 필요함."
경상북도교육청_영주시,경상북도교육청,영주시,9,2969,1268,144,319,303,129,51,82,376937,230226,115315,107366,23439,26513,7004,6592,25635,107366,50629,73884,27344,7419831,389684,7809515,125227,102875,1800,,,2630.35197,42.17817447,34.64971371,20.61805556,9.307210031,0.1074435837,126.9575615,77.54328057,36.16234422,36.16234422,72.73731908,72.73731908,0.2183093344,0.06523480431,0.2387627368,0.6881508112,0.2546802526,45.19245588,100,100,22.55486905,8.673699526,22.55486905,0,7.343576478,81.73081863,17.92781254,3.671788239,44.50076163,55.49923837,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_영천시,경상북도교육청,영천시,9,2071,922,106,260,250,102,36,104,245811,241433,111508,91069,21085,25287,5361,4070,15652,91069,47704,65144,21028,4871606,92048,4963654,83934,175074,1678,,185422,2396.742636,40.52824722,84.53597296,19.53773585,7.965384615,0.1255432158,118.6919363,116.5779817,43.97344278,43.97344278,54.5043209,54.5043209,0.2315277427,0.05886745215,0.1718696812,0.715325742,0.2309018437,39.90466998,51.29327736,51.29327736,30.7292641,8.008597943,30.7292641,23.5751647,18.93985351,47.4970749,23.15570871,21.25750911,33.82459356,66.17540644,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_예천군,경상북도교육청,예천군,3,1162,618,56,123,91,59,8,16,97041,63566,20293,36648,7110,12815,2417,1377,7875,36648,24385,21893,5946,2133753,127990,2261743,26701,71355,,,95259,1946.422547,22.97848537,61.4070568,20.75,9.447154472,0.1058519793,83.51204819,54.70395869,31.53872633,31.53872633,61.71531871,61.71531871,0.1940078585,0.06595175726,0.2148821218,0.5973859419,0.1622462344,29.7116003,71.01807896,71.01807896,17.71620533,5.177813985,17.71620533,2.159582696,5.927269507,57.24925274,13.53674155,4.043426102,31.78337427,68.21662573,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_울릉군,경상북도교육청,울릉군,1,80,45,10,24,14,10,,4,15942,12636,2400,4184,897,1006,261,229,682,4184,3488,3488,696,181859,,181859,7014,1607,,,,2273.2375,87.675,20.0875,8,3.333333333,0.3,199.275,157.95,52.3,52.3,43.46534417,43.46534417,0.2143881453,0.06238049713,0.163001912,0.8336520076,0.1663479924,37.10911079,21.09750809,21.09750809,39.44309194,14.49279265,39.44309194,100,100,26.43470899,31.12632551,100,39.34614925,60.65385075,낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상북도교육청_울진군,경상북도교육청,울진군,5,1126,426,62,161,157,76,21,56,204007,166773,88473,57173,11786,15111,3911,2784,12991,57173,10948,37727,17385,3361963,1,3361964,67634,32685,2309,,26176,2985.758437,60.06571936,29.02753108,18.16129032,6.99378882,0.1429840142,181.178508,148.1110124,50.77531083,50.77531083,58.80335123,58.80335123,0.2061462578,0.06840641562,0.2272226401,0.6598744162,0.3040770993,53.23714002,63.05274847,63.05274847,37.84748904,13.0366408,37.84748904,41.16068791,33.71477945,59.78087899,29.57720629,37.43773368,44.34793811,55.65206189,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_의성군,경상북도교육청,의성군,6,804,275,48,128,115,56,7,50,192300,173816,68982,59679,9036,16616,8604,2993,9891,59679,24301,35033,18683,2915328,,2915328,38037,24015,1094,,171343,3626.029851,47.30970149,29.86940299,16.75,6.28125,0.1592039801,239.1791045,216.1890547,74.22761194,74.22761194,48.85014829,48.85014829,0.1514100437,0.1441713165,0.1657366913,0.5870239113,0.3130581947,67.72978934,35.82698048,35.82698048,62.39056356,17.70371529,62.39056356,54.05737603,48.86373346,46.4612501,47.49494747,51.46055475,47.62462474,52.37537526,보통,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상북도교육청_청도군,경상북도교육청,청도군,5,1295,610,63,136,138,53,22,43,176013,119213,59260,55203,11202,18110,3155,3195,7537,55203,28305,42276,9764,3844297,18190,3862487,57481,46191,3930,,,2982.615444,44.38687259,35.66872587,20.55555556,9.522058824,0.105019305,135.9173745,92.05637066,42.62779923,42.62779923,69.96878793,69.96878793,0.2029237541,0.05715269098,0.1365324348,0.7658279441,0.1768744452,53.16599785,93.59443348,93.59443348,29.32103427,9.39465961,29.32103427,3.51532366,8.014458727,80.11828827,22.67890938,5.764891194,45.98952715,54.01047285,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_청송군,경상북도교육청,청송군,5,232,139,18,69,104,33,14,46,168884,111562,52007,32617,8851,10317,2367,1987,6069,32617,19047,23746,8271,1694815,,1694815,21052,6322,1477,,,7305.237069,90.74137931,27.25,12.88888889,3.362318841,0.2974137931,727.9482759,480.8706897,140.5905172,140.5905172,51.96109391,51.96109391,0.2713615599,0.07256951896,0.1860686145,0.7280252629,0.2535794218,100,44.33659131,44.33659131,100,57.03300272,100,100,90.30934797,62.89106087,85.67766757,95.15467399,76.84524552,23.15475448,높음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
경상북도교육청_칠곡군,경상북도교육청,칠곡군,7,2638,1229,121,274,227,139,6,66,167735,154368,91791,77692,18311,21687,5155,4832,15644,77692,25038,50774,24768,4754127,155833,4909960,66700,88972,76,,1044220,1861.243366,25.28430629,33.72706596,21.80165289,9.627737226,0.1038665656,63.58415466,58.51705838,29.45109932,29.45109932,63.19775524,63.19775524,0.235687072,0.06635174793,0.2013592133,0.6535293209,0.3187973022,27.78355545,75.07310259,75.07310259,15.53148217,3.574296622,15.53148217,5.428063518,2.785669794,59.30992021,11.54575365,4.106866656,31.92379555,68.07620445,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
경상북도교육청_포항시,경상북도교육청,포항시,27,12408,6028,582,1283,1172,560,196,362,1089492,935098,303511,362861,94156,109128,23374,19196,86998,362861,237085,246257,85506,18514967,86027,18600994,344994,457823,2249,,347190,1499.112992,27.80415861,36.8974049,21.31958763,9.671083398,0.1034010316,87.80560928,75.36250806,29.2441167,29.2441167,51.26203698,51.26203698,0.2594822811,0.0644158507,0.2397557191,0.6786538096,0.2356439518,19.58667454,42.42440667,42.42440667,15.31487273,5.52329956,15.31487273,6.21261314,0,34.81182929,12.05101501,3.10630657,20.95167517,79.04832483,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
광주광역시교육청_광산구,광주광역시교육청,광산구,17,11481,5059,453,1023,933,467,62,215,419814,412828,123900,248478,83483,60687,13302,15392,58880,248478,157478,177814,59710,11111688,61239,11172927,204918,255261,2688,,236217,973.1667102,17.84844526,22.23334204,25.34437086,11.2228739,0.08910373661,36.56597857,35.95749499,21.64253985,21.64253985,44.96545771,44.96545771,0.3359774306,0.05353391447,0.2369626285,0.7156126498,0.2403029644,7.681793497,25.20088501,25.20088501,7.359744305,1.400252767,7.359744305,34.29944515,40.81361538,19.36118784,5.373247126,37.55653026,16.49531292,83.50468708,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
광주광역시교육청_남구,광주광역시교육청,남구,17,8899,5140,409,885,720,410,56,227,2733404,580366,168353,203103,54988,65811,17193,9969,46329,203103,130300,157074,53197,9263062,,9263062,118903,232952,40,,,1040.910439,13.36138892,26.17732329,21.75794621,10.05536723,0.09944937633,307.1585571,65.21699067,22.82312619,22.82312619,45.60770643,45.60770643,0.270739477,0.08465162996,0.2281059364,0.7733711467,0.2619212912,9.215184008,26.95767777,26.95767777,8.595240069,23.17374816,8.595240069,13.16800786,2.316517197,21.04351318,13.45474277,7.74226253,16.01281742,83.98718258,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
광주광역시교육청_동구,광주광역시교육청,동구,5,2881,1691,127,278,213,128,23,42,114172,113009,36357,68105,17197,19214,4831,3879,21443,68105,28034,49040,29787,3543657,,3543657,30624,71296,,,,1230.009372,10.62964249,24.74696286,22.68503937,10.36330935,0.09649427282,39.62929538,39.22561611,23.63936133,23.63936133,52.03225901,52.03225901,0.2525071581,0.0709345863,0.3148520667,0.7200646061,0.4373687688,13.49546961,44.53125474,44.53125474,9.449438544,1.646745538,9.449438544,18.74164593,12.26804271,34.18599303,6.848540876,15.50484432,20.44883986,79.55116014,낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
광주광역시교육청_북구,광주광역시교육청,북구,21,12797,6122,543,1218,1153,565,81,428,948023,903459,255412,344438,93797,97232,23787,20370,83126,344438,195369,231863,129364,16012550,,16012550,248301,617002,426,,239262,1251.273736,19.40306322,48.21458154,23.56721915,10.50656814,0.09517855747,74.08165976,70.59928108,26.91552708,26.91552708,46.48891818,46.48891818,0.272318966,0.06906032435,0.2413380637,0.6731632398,0.3755799302,13.97679201,29.3681246,29.3681246,12.87797972,4.418988595,12.87797972,21.33457689,21.73746282,24.23768041,10.05831601,21.53601985,18.16068557,81.83931443,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
광주광역시교육청_서구,광주광역시교육청,서구,8,5447,2029,225,487,368,228,44,71,186921,168071,59569,103876,28226,29350,6399,7417,24049,103876,47576,81744,21484,5165218,,5165218,100693,180403,,,12000,948.2684046,18.48595557,33.11969892,24.20888889,11.18480493,0.08940701303,34.31632091,30.85570039,19.07031393,19.07031393,49.72484501,49.72484501,0.2717278293,0.06160229504,0.2315164234,0.7869382726,0.2068235204,7.118216232,38.21960624,38.21960624,4.667883408,1.219231872,4.667883408,33.61041088,28.62522019,27.85247624,3.518332896,31.11781554,18.6086198,81.3913802,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
대구광역시교육청_군위군,대구광역시교육청,군위군,2,273,111,13,40,41,23,5,9,43256,34016,8150,15018,2978,4621,817,633,2671,15018,4811,10401,4617,943335,,943335,12121,2100,,,73045,3455.43956,44.3992674,7.692307692,21,6.825,0.1465201465,158.4468864,124.6007326,55.01098901,55.01098901,62.81362365,62.81362365,0.1982953789,0.054401385,0.1778532428,0.6925689173,0.3074310827,63.86844991,74.02235766,74.02235766,42.28016985,11.20751873,42.28016985,44.21570289,3.24374051,70.63772175,31.92261948,23.7297217,48.11548083,51.88451917,보통,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대구광역시교육청_남구,대구광역시교육청,남구,7,4247,2307,189,424,458,206,32,201,162849,161520,81852,103818,35387,25492,6510,4365,24380,103818,66615,78581,23852,3977275,,3977275,54037,59851,1180,,18320,936.4904639,12.72356958,14.09253591,22.47089947,10.01650943,0.09983517777,38.34447846,38.03155168,24.44502001,24.44502001,38.31007147,38.31007147,0.3408561136,0.06270588915,0.2348340365,0.7569111329,0.2297482132,6.851620596,6.995890831,6.995890831,10.29256865,1.543361493,10.29256865,12.46469615,9.96944019,6.947800753,7.376166263,11.21706817,7.759537069,92.24046293,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
대구광역시교육청_달서구,대구광역시교육청,달서구,23,14828,8043,644,1496,1277,698,77,423,649473,649473,257101,385347,104215,103987,26446,22739,103966,385347,216598,248196,121471,15967148,72,15967220,282861,482925,271,,15499,1076.828972,19.07613974,32.56845158,23.02484472,9.911764706,0.1008902077,43.8004451,43.8004451,25.98779336,25.98779336,41.43595253,41.43595253,0.2704445604,0.06862905381,0.2697983895,0.6440844226,0.315224979,10.02820594,15.54635574,15.54635574,11.90709684,1.982381163,11.90709684,10.56885546,15.91555275,13.70697248,8.598858281,13.2422041,11.59401154,88.40598846,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대구광역시교육청_달성군,대구광역시교육청,달성군,9,5442,2600,225,537,366,229,33,93,199308,198987,81220,122473,26748,33633,7516,6918,35436,122473,63834,77283,43029,5885825,,5885825,131802,302989,1870,,440035,1081.555494,24.21940463,55.67603822,24.18666667,10.13407821,0.098676957,36.62403528,36.56504961,22.50514517,22.50514517,48.05814343,48.05814343,0.2183991574,0.06136862819,0.2893372417,0.6310207148,0.3513345799,10.13519155,33.66054814,33.66054814,8.262469651,1.404924357,8.262469651,14.59264739,28.38668428,25.81876261,5.97662122,21.48966584,17.23254154,82.76745846,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대구광역시교육청_동구,대구광역시교육청,동구,11,6387,2305,274,643,583,262,94,199,364866,334970,88211,175211,53214,41062,12230,7922,45738,175211,123921,110266,49356,8001472,96882,8098354,120610,305158,6601,,71812,1267.943322,18.88366995,47.77798654,23.31021898,9.933125972,0.1006732425,57.1263504,52.44559261,27.4324409,27.4324409,46.22057976,46.22057976,0.3037138079,0.06980155356,0.261045254,0.6293326332,0.2816946425,14.35411085,28.63411771,28.63411771,13.41893535,3.054663112,13.41893535,10.95548644,18.97879313,23.87411542,9.964177939,14.96713979,16.97409408,83.02590592,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대구광역시교육청_북구,대구광역시교육청,북구,17,9600,4806,413,973,744,352,160,193,387174,378945,125856,248903,55398,80323,18064,14725,65341,248903,130947,165110,82452,10656563,29751,10686314,185608,516959,4854,,370649,1113.157708,19.33416667,53.84989583,23.24455206,9.8663926,0.1013541667,40.330625,39.4734375,25.92739583,25.92739583,42.93364885,42.93364885,0.2225686312,0.07257445672,0.2625159199,0.6633507832,0.3312615758,10.85051289,19.64312065,19.64312065,11.8438902,1.703178709,11.8438902,9.747637189,18.2739168,16.7122514,8.463653038,14.01077699,13.00759089,86.99240911,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대구광역시교육청_서구,대구광역시교육청,서구,6,3975,1670,171,391,318,179,39,81,208701,128950,51453,106516,27722,26436,6588,6180,29214,106516,53718,69932,14890,4129006,1,4129007,62455,90640,566,,,1038.743899,15.71194969,22.80251572,23.24561404,10.16624041,0.09836477987,52.50339623,32.44025157,26.79647799,26.79647799,38.76419505,38.76419505,0.2602613692,0.06184986293,0.2742686545,0.6565398626,0.1397912051,9.166144016,8.23809028,8.23809028,12.75339362,2.682672602,12.75339362,15.17477122,18.28531618,8.547441526,9.396486616,16.7300437,10.11444989,89.88555011,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
대구광역시교육청_수성구,대구광역시교육청,수성구,17,12039,5521,526,1207,962,540,93,248,5734637,601364,272685,301642,74759,91644,18298,15629,79224,301642,208269,195713,90183,11774145,637940,12412085,212985,437321,5133,,164819,1030.9897,17.69125343,36.32535925,22.8878327,9.974316487,0.1002574965,476.3383171,49.95132486,25.05540327,25.05540327,41.14839777,41.14839777,0.2478401549,0.06066131374,0.2626424702,0.6488254288,0.2989736177,8.990626435,14.7597849,14.7597849,10.93134101,36.78696233,10.93134101,11.70101948,14.44484983,12.83673208,19.54988145,13.07293465,15.55742221,84.44257779,매우 낮음,공간 과잉형,"학생 수 대비 시설 면적이 큰 편이므로 유휴 공간을 방과후 교실, 지역 학습공간, 공유시설 등으로 전환하는 방안이 필요함."
대구광역시교육청_중구,대구광역시교육청,중구,4,2742,1431,116,274,207,116,26,57,87839,86740,34732,54342,15926,14503,2938,3111,15556,54342,36794,35126,17548,2358951,14417,2373368,45839,127797,2166,,,865.5609044,16.71735959,46.60722101,23.63793103,10.00729927,0.09992706054,32.03464624,31.63384391,19.81838074,19.81838074,43.67465312,43.67465312,0.2930698171,0.05406499577,0.2862610872,0.6463876928,0.3229178168,5.24611829,21.67004711,21.67004711,5.450743025,1.035634698,5.450743025,12.2979956,22.49649236,16.19540417,3.979040249,17.39724398,11.48913457,88.51086543,매우 낮음,운영 구조 불균형형,"학급당 학생 수와 교원 1인당 학생 수의 균형을 점검하고, 인근 학교와의 공동 교육과정 운영이나 순회교사 배치 등을 검토할 수 있음."
대전광역시교육청_대덕구,대전광역시교육청,대덕구,5,3265,1707,153,331,239,153,18,63,89230,80126,34579,60288,18447,16778,3976,3361,16416,60288,40266,42339,20022,2768443,1,2768444,38161,196847,,,97343,847.9154671,11.68790199,60.29004594,21.33986928,9.864048338,0.1013782542,27.32924962,24.54088821,18.46493109,18.46493109,45.92031582,45.92031582,0.3059812898,0.06595010616,0.2722929936,0.7022790605,0.3321058917,4.846710897,27.81278246,27.81278246,4.034344027,0.6570103754,4.034344027,9.70520692,0,20.15742527,2.908566143,4.85260346,10.96215835,89.03784165,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
대전광역시교육청_동구,대전광역시교육청,동구,9,5287,2351,273,594,485,249,70,137,429696,257156,88397,151407,39008,39627,9661,6236,46411,151407,62576,95247,51946,6269831,,6269831,77996,424295,842,,148444,1185.895782,14.75241158,80.25250615,19.36630037,8.900673401,0.1123510497,81.27406847,48.63930395,28.63760166,28.63760166,41.41044337,41.41044337,0.2576367011,0.06380814625,0.3065314021,0.6290792368,0.3430884966,12.49695121,15.47657857,15.47657857,14.6801485,4.997732766,14.6801485,6.646784897,20.78006187,14.48336945,11.45267659,13.71342338,13.1556004,86.8443996,매우 낮음,에너지 비효율형,"전기 사용량 모니터링, 냉난방 운영 시간 조정, 고효율 설비 교체 등 에너지 관리 개선이 필요함."
